id,canonicalized_smiles,taste
2391,Cc1cc(Cl)ccc1OCC(=O)O,sour
2392,OCC(O)COC1OC(CO)C(O)C(O)C1O,sweet
2393,CCC=CC=O,undefined
2394,CC(=O)CC(=O)OCC=C(C)CCC=C(C)C,sweet
2395,CC(C)OP(C)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
2396,CCOC(=O)CSC,undefined
2397,CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,undefined
2398,COc1ccccc1S,sweet
2399,OCC1OC(OC2OC(O)(C(O)O)C(O)(OO)C(O)(OO)C2O)C(O)C(O)C1O,sweet
2400,CC(N)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,sweet
2401,CC(=O)OCC12C(OC(C)=O)CC(C)C(C)(C3CC4C=COC4O3)C1CCCC21CO1,bitter
2402,CN(C)CC(O)CC(=O)O,sour
2403,N#Cc1ccc(O)c(C(=O)O)c1,sour
2404,CCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OCCC,sweet
2405,NC(CO)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet
2406,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NCCC(C)(C)CO,sweet
2407,CC(NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet
2408,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(C)N)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2409,CCCCCCCCOC1OCC(O)C(O)C1O,sweet
2410,CC=C(C)C(=O)OCC,sweet
2411,CC(C)CC(N)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,sweet
2412,CCC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet
2413,OCC1OC(CO)(OC2OC(CO[Pb])C(O)C(O)C2O)C(O)C1O,sweet
2414,CCCC(=O)C(CC)Sc1ccoc1C,undefined
2415,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC)CCC34C)C2(C)C)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
2416,C=CCOC(=O)CC(C)C,sweet
2417,CC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(N)CO)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2418,CCCC(CCC)C(N)=O,bitter
2419,CC=Cc1cc(OC)c(O)c(OC)c1,sweet
2420,Oc1nc2cncnc2nc1O,sour
2421,CC(C)(N)COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],sweet
2422,CCCCCCCCCCCCCC(=O)NCC(=O)NC(=O)CCC(=O)NC(Cc1ccccc1)C(=O)O,sweet
2423,NC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2424,O=CNC(CC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,sweet
2425,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,bitter
2426,OC1COC(O)C(O)(OC2CCCCC2)C1O,sweet
2427,O=CC(OF)C(OF)C(O)C(O)CO,sweet
2428,CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(c4ccoc4)C(=O)C4OC43C12C,bitter
2429,CCCCC1OC(=O)C2=CCCCC21,undefined
2430,CC(CC(=O)O)(Cc1ccccc1)C(=O)O,sour
2431,CCC(O)C1OC(OC)C(O)C(O)C1O,sweet
2432,CC1OC(Oc2cc(OC3OC(C)C(O)C(O)C3O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,sweet
2433,Cn1nc2nc(S(C)(=O)=O)[nH]c(=O)c2n1,sour
2434,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OS(=O)(=O)O)C(O)C1O,sweet
2435,Cc1nc(C(=O)O)c(C)o1,sour
2436,Nc1ncnc2c1ncn2C1CC(O)C(CO[P+](=O)[S-])O1,sweet
2437,CCC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,sweet
2438,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2439,CC(=O)OC(C)C=CC1=C(C)CCCC1(C)C,sweet
2440,CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
2441,COc1ccc(CCC(=O)c2c(O)cccc2OC2OC(CO)C(O)C(O)C2O)cc1OC,sweet
2442,CCNc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet
2443,O=C1CC(c2cc(O)cc(O)c2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c21,sweet
2444,C=CCCCCCCCCCCCC(=O)CC(O)COC(C)=O,bitter
2445,CCCCCCCCC=CCCC=O,undefined
2446,CC1CCC(C(C)C2CCC3C4=CC(=O)C5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC32C)OC1OC1OC(C)C(O)C(O)C1O,sweet
2447,COC1OC(COC2OC(C(C)O)C(O)C(O)C2O)C(O)C(O)C1O,sweet
2448,CC1OC(Oc2c(O)cc(-c3cc(=O)c4c(O)cc(O)cc4o3)cc2O)C(O)C(O)C1O,sweet
2449,CCOC1OC(C(CO)OC2OC(C(O)CO)C(O)C2O)C(O)C1O,sweet
2450,COC(=O)C1OC(OC2C(O)COC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C(=O)OC)CCC6(C(=O)OC)CCC45C)C3(C)CO)C2O)C(O)C(O)C1O,sweet
2451,C=C(CCCCC)C(C)=O,undefined
2452,COC1OC2COC(C1O)C2OC1OC(CO)C(O)C(O)C1O,sweet
2453,[B]P(=O)(OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)OP(=O)(O)O,sweet
2454,NC(=O)c1ccccc1O,bitter
2455,OCCCC(O)CO,sweet
2456,C=CCCCCCCCC(=O)O,undefined
2457,CC(C)=CCc1cc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2CO)cc(O)c1OC1OC(CO)C(O)C(O)C1O,sweet
2458,COC(=O)C(CC1CCCCC1)NC(=O)C(N)CC(=O)O,sweet
2459,COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC(OC6OC(COC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O)C(O)C(O)C6O)C5C(C)=O)C4)C(O)C3OC)CC2OC)OC(C)C1OC(=O)C=C(C)C,sweet
2460,CC(C)C(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,sweet
2461,O=C(O)c1cncc(C(=O)O)c1,sour
2462,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,sweet
2463,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(O)C5(C)CCC34C)C2(C)CO)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
2464,C=CCOC(=O)C1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4C(=O)C=C4C6CC(C)(C(=O)OCC=C)CCC6(C)CCC45C)C3(C)C)OC(C(=O)OCC=C)C(O)C2O)C(O)C(O)C1O,sweet
2465,CCCCC=CC=CCO,undefined
2466,Nc1ncnc2c1ncn2C1OC(COP(O)(=S)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet
2467,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C(=O)O)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
2468,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
2469,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(C(=O)O)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
2470,COc1ccc(C)cc1C,undefined
2471,COC1OC(CO)C(O)C(OC)C1OC,sweet
2472,NCCCCC(NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet
2473,CC(C)CCO,undefined
2474,CC(=O)OC1CC(C)=C2C(=O)C=C(C)C2C2OC(=O)C(C)C12,bitter
2475,COP(=O)(O)OC1COC(Cn2cnc3c(N)ncnc32)C1O,sweet
2476,COc1cc(O)c2c(=O)cc(C)oc2c1,bitter
2477,CCCCCCCCC(=O)OCCCCCC,undefined
2478,COC(=O)CCCSC,undefined
2479,OCC(O)COC1OCC(O)C(O)C1O,sweet
2480,OCCOOCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
2481,C=C1CC23CCC4C(C)(C(=O)OC(CCC(=O)O)C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet
2482,O=C(C=Cc1ccccc1)c1ccc(O)cc1O,bitter
2483,CC1(C)CCC2C(=O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C=O)C5CCC43C)C2C1,sweet
2484,C=C(C)C1CCC(C)CC1=O,undefined
2485,O=c1[nH]cc([N+](=O)[O-])c(=O)[nH]1,sour
2486,CC1(C)CC(O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet
2487,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,sweet
2488,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1(C)O,bitter
2489,CCC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2490,CCCOC1OC(C)C(O)C(OC)C1OC,sweet
2491,Cc1ccccc1S(=O)(=O)N1C(=O)c2ccccc2S1(=O)=O,sweet
2492,O=C(O)C12CCC(Br)(CC1)C2,sour
2493,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])NP(=O)([O-])[O-])C(O)C1O.O.[Li+].[Li+].[Li+].[Li+],sweet
2494,O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1,sour
2495,CCCCCCCCOC1C(CO)OC(O)C(O)C1O,sweet
2496,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C,sweet
2497,COc1cc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c2c(=O)cc(-c3cc(OC)c(OC)c(OC)c3)oc2c1,sweet
2498,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(O)c12,sweet
2499,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(OC4OC(CO)C(O)C(O)C4O)c3o2)cc1O,sweet
2500,OCC1OC(OC2C(O)CC(O)OC2CO)CC(O)C1O,sweet
2501,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C(O)C(O)C1OC1OC(CO)C(O)C1O,sweet
2502,Cc1cc(SC(=O)c2ccco2)c(C)o1,undefined
2503,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2c1=O,sweet
2504,Nc1nc(Cl)nc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)O)C(O)C1O,sweet
2505,CCOCC(COC1OC(CO)C(O)C(O)C1O)OC,sweet
2506,CN1CCCC1c1cccnc1,bitter
2507,O=C(O)c1ccc([N+](=O)[O-])cc1,sour
2508,CCC1OC(O)C(O)C(O)C1OC,sweet
2509,CCCCNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet
2510,C#CCOP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
2511,CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)cc2)C(O)C(O)C1O,bitter
2512,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1C,sweet
2513,CCCCCCCCOC1OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet
2514,O=C(O)OC1OC(Oc2ccc(-c3oc4cc(O)cc(O)c4c(=O)c3O)cc2O)C(O)C(O)C1O,sweet
2515,O=c1cc(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,sweet
2516,O=C(O)C(O)(c1ccccc1)c1ccccc1,bitter
2517,CC1(C)C(OC2OC(C(=O)O)C(O)C(O)C2OC2OC(C(=O)O)C(O)C(O)C2O)CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC4(CO)CC(OC4=O)C3(C)CCC21C,sweet
2518,COC1OC(COC2OC(CO)C(O)C(F)C2O)C(O)C(O)C1O,sweet
2519,OCC1OC(OC2C(CO)OC(OCCC3CO3)C(O)C2O)C(O)C(O)C1O,sweet
2520,C/C(=C/CCC(C)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,bitter
2521,COC1C(C)OC(OC2C(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)CO6)C(C)C54)C3)OC(CO)C(OC3OC(C)C(O)C(O)C3O)C2O)C(O)C1O,bitter
2522,CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)S(=O)C1(C)C,sweet
2523,COc1ccc(CCc2ccc(F)cc2)cc1O,sweet
2524,O=C(O)c1ccccc1[N+](=O)[O-],sour
2525,CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O,sweet
2526,CCCSCNc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,umami
2527,Nc1ccc(N=NC(=NNc2ccccc2)c2ccccc2)cc1,sweet
2528,NCCCCC(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet
2529,Cc1cccc(C)c1,undefined
2530,CC(C)CC(N)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2531,CC(C)=CCC1OC(=O)C2=C1COC(=O)C1(C)C2CCC2C3(C)CCC(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C(C)(C)C3CCC21C,bitter
2532,O=C1NS(=O)(=S)c2ccccc21,sweet
2533,CCCCCC#Cc1nc(N)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,sweet
2534,OCC1OC(OC2(O)C(CO)OC(OC3(O)C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,undefined
2535,CCOc1nc2c(c(C(=O)O)n1)N=C(O)CN2,sour
2536,CC1=CC=C(C=NO)CC1,sweet
2537,CC(c1ccccc1)C(NC(=O)C(N)CC(=O)O)C(=O)O,sweet
2538,NCCCCC(NC(=O)C1CCCN1C(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2539,CCCC=CC=CCO,undefined
2540,OCC(O)C(O)C(O)C(O)CO.[Cl-].[Na+],sweet
2541,Nc1ncnc2c1ncn2C1CC(O)(P(=O)(O)O)C(CO)O1,sweet
2542,CP(=O)(OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)OP(=O)(O)OP(=O)(O)O,sweet
2543,[N-]=[N+]=Nc1nc2c(N)ncnc2n1C1OC(CO)C(OP(=O)(O)O)C1O,sweet
2544,C=C(C)NC(=O)Nc1ccc(OC)cc1,sweet
2545,CCC(=O)OCc1ccccc1,sweet
2546,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)ccc1O,sweet
2547,CC1=CC2OC(=O)C(C)C2CC1,sweet
2548,CC1OC(O)CC(OC(CO)OC(CO)C(O)CO)C1O,sweet
2549,CCOCC(=O)O,sour
2550,COC(=O)C(CO)NC(=O)C(N)CC(=O)O,sweet
2551,CC(COC(=O)C(C)(C)C)NC(=O)C(N)CC(=O)O,sweet
2552,CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O)C(=O)O,sweet
2553,ON=CC1=CCCOC1,bitter
2554,CC(=O)OCc1cc(=O)c(O)c([N+](=O)[O-])o1,sour
2555,CC(C)C(N)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2556,C=C1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)OCCCC)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet
2557,COC1C(O)OC(O)C(OC)C1OC,sweet
2558,COc1cc(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)c2c(=O)c3c(O)c(OC)ccc3oc2c1,sweet
2559,COCCOCCOCCOc1ccc([N+](=O)[O-])cc1N,sweet
2560,CC(C)C(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet
2561,C[Se]c1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,sweet
2562,CC(NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O)c1ccccc1,sweet
2563,O=c1c2c(oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c13)-c1ccc(O)c(O)c1OC2,sweet
2564,Oc1ncc2nn[nH]c2n1,sour
2565,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,bitter
2566,O=S(O)NC1CCCCC1,sweet
2567,C=C(C)C(=O)OC,undefined
2568,CC(N)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)O,sweet
2569,CCCCCC=CCC=CCCCCCCCC(O)CC(O)COC(C)=O,bitter
2570,O=S(=O)([O-])[O-].OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Na+].[Na+],sweet
2571,O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,sour
2572,CCCCCOC1C(O)OC(C)C(O)C1O,sweet
2573,CC1=CC2C=CC1CC2,bitter
2574,O=C(CO)C(O)C(O)C(O)CO.[Br-].[Na+],sweet
2575,CCCC(=O)OCCc1ccccc1,sweet
2576,OCC1OC(OC2CCCCC2)C(O)C1O,sweet
2577,CCCCCCCCOCC1OC(O)C(O)C(O)C1O,sweet
2578,O=C(O)C1C2CCC(C2)C1C(=O)O,sour
2579,COc1ccc(CCC(=O)c2c(O)cc(O)c(C(=O)O)c2O)cc1O,sweet
2580,COC1CC(OC2OC(CO)C(O)C(O)C2O)C(O)C(CO)O1,sweet
2581,CC1OC(Oc2c(C3OC(CO)C(O)C(O)C3O)c(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2C2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet
2582,CC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,sweet
2583,COC(=O)C(Cc1ccccc1-c1ccccc1)NC(=O)C(N)CC(=O)O,sweet
2584,CC(C)CC(NC(=O)C(C)NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2585,O=c1cccc(Br)cc1O,sour
2586,OCC1OC(OC2C(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
2587,COc1ccc(CCc2ccc(C(=O)O)cc2)cc1O,undefined
2588,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCCC2)cc1,sweet
2589,CC(=O)OCC1=C2C(OC3OC(CO)C(O)C(O)C3O)CC(C)C3(CC(c4ccoc4)OC3=O)C2CCC1,bitter
2590,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)CC1OP(=O)(O)O,sweet
2591,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,bitter
2592,CCC=CCCCC(=O)O,undefined
2593,CC(C)CC(N)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet
2594,OCC1OC(OC2C(CO)OC(OCCBr)C(O)C2O)C(O)C(O)C1O,sweet
2595,CC1OC(OC2C(O)C(C)OC(OC(CO)C(O)CO)C2O)C(O)C(O)C1O,sweet
2596,O=C(O)c1cccc(F)c1,sour
2597,O=C(OCC=Cc1ccccc1)c1ccccc1,undefined
2598,O=C(O)COc1ccc(Cl)c(Cl)c1,sour
2599,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,bitter
2600,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc(O)c1OC,sweet
2601,CCC(C)C(N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O)C(C)C,sweet
2602,Oc1ncnc2[nH]nnc12,sour
2603,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O,sweet
2604,C=Cc1ccccc1OC,undefined
2605,O=C1C=COS(=O)(=O)N1,sweet
2606,COc1ccc(NC(C)=O)cc1,bitter
2607,COC(C)OC,sweet
2608,CC1(C)CC2C(C1)C1(C)CCCC2(C)C1O,undefined
2609,O=C(CC(=O)C(F)(F)F)c1ccc[se]1,sour
2610,O=CC(O)C(O)C(=O)C(O)CO,sweet
2611,CCCCCCNc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,sweet
2612,OCCCCCO,bitter
2613,O=C(O)c1cccc(O)c1O,sour
2614,CC1CCCCCCCCCCCCC(=O)C1,sweet
2615,O=c1ccc(Br)ccc1O,sour
2616,CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O,bitter
2617,NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,sweet
2618,CC(C)C(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet
2619,O=[Sb](O)(O)OCC(O)C(O)C(O)C(O)CO,sweet
2620,O=C(O)c1ccn(-c2ccccc2)n1,sour
2621,COc1c(OC2OC(C)C(O)C(O)C2O)cc2oc(-c3ccc(O)c(OC4OCC(O)C(O)C4O)c3)cc(=O)c2c1O,sweet
2622,COC1OC(CO)C(OC)C(O)C1OC,sweet
2623,Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=S)[nH]1,umami
2624,COCC(C)(OC)C1CC=C(C=NO)CC1,bitter
2625,O=C(O)C1CSSC1,undefined
2626,CSSc1ccoc1C,undefined
2627,CC(O)C(O)OC(CO)C(CO)OC1OC(CO)C(O)C(O)C1O,sweet
2628,COc1ccc(C2Oc3cc(O)cc(O)c3C(=O)C2OC2OC(C)C(O)C(O)C2O)cc1O,sweet
2629,COC(C)(C)OC1OC(CO)C(O)C(O)C1O,sweet
2630,CC(NC(=O)CNC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2631,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet
2632,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C(=O)OC)CCC5(C(=O)OC)CCC34C)C2(C)CO)C(O)C(OC2OCC(O)C(O)C2O)C1O,sweet
2633,OCC1OC(O)C(F)C(O)C1O,sweet
2634,COC(=O)C(Cc1ccccc1)NC(=O)C(N)C(Cc1ccccc1)C(=O)O,sweet
2635,COC(=O)c1ccco1,sweet
2636,O=C1CCN(c2cccc(F)c2)CC1,bitter
2637,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CO)C(=O)O,sweet
2638,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,bitter
2639,NCCCCC(NC(=O)CN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
2640,N#C/C(=C\COC1OC(CO)C(O)C(O)C1O)COC(=O)c1ccc(O)cc1,undefined
2641,NOC1OC(CO)C(O)C(O)C1O,sweet
2642,COc1cc(-c2cc(=O)c3c(O)cc(O)c(OC4OC(CO)C(O)C(O)C4O)c3o2)ccc1O,sweet
2643,Cc1cccc(N=C(NCC(=O)O)NC(C)c2ccccc2)c1,sweet
2644,CC(C)(O)CCc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,sweet
2645,O=C(O)C12CCC(CC1)CC2,sour
2646,COP(=O)(O)NC1C(CO)OC(n2cnc3c(N)ncnc32)C1O,sweet
2647,CC(C)CC=NCCC(C)C,undefined
2648,CCC=CCCCCO,undefined
2649,OCC(O)C1OC(OCC(O)C2OC(O)C(O)C2O)C(O)C1O,sweet
2650,c1cnc(CC2CCCCC2)cn1,undefined
2651,COc1c(CC=C(C)C)c(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc1ccc(O)cc1,bitter
2652,OC1COC(O)(C(O)O)C(O)C1O,sweet
2653,O=c1cc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,sweet
2654,O=C(O)[C@@H]1CCCC[C@H]1C(=O)O,sour
2655,CCONC(=O)Nc1ccc(OC)cc1,sweet
2656,CC(C)CC(N)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet
2657,CCCC(CCC)(CC(=O)O)CC(=O)O,sour
2658,CC1(OC2OC(CO)C(O)C(O)C2O)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
2659,O=C(CC(O)C(O)CO)C(O)O,sweet
